Date	Local	Day	4:00	5:00	6:00	7:00	8:00	9:00	10:00	11:00	12:00	13:00	14:00	15:00	16:00	17:00	18:00	19:00	20:00	21:00	22:00	23:00	0:00	1:00	2:00	3:00
20/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	7	12	20	38	59	72	62	58	53	71	72	81	77	64	56	47	45	40	33	24	16	18	9	5
21/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	6	9	19	39	64	61	66	67	72	68	76	72	74	70	50	44	47	35	35	30	26	19	11	9
22/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	12	11	8	26	44	50	47	47	42	41	45	48	46	39	43	46	41	30	28	19	13	11	10	8
23/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	7	7	5	11	16	22	24	26	33	33	29	28	43	32	34	30	38	26	24	18	11	11	13	8
24/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	12	9	16	34	61	69	68	64	77	71	76	67	59	64	53	43	49	34	30	23	11	14	12	10
25/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	7	9	20	35	63	77	79	68	71	66	83	71	79	65	56	52	48	34	27	25	17	14	11	8
26/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	10	14	20	39	63	69	66	60	64	65	70	70	68	62	54	44	42	38	34	26	14	18	14	9
27/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	12	14	17	36	63	69	74	71	66	65	63	73	71	65	53	43	36	28	25	20	12	9	7	11
28/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	10	12	18	38	62	78	73	71	64	66	65	81	81	69	58	46	40	30	26	25	14	10	7	8
29/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	6	12	22	28	42	42	56	53	49	42	42	56	54	50	43	33	40	33	27	20	12	12	10	11
30/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	10	8	12	16	20	30	22	21	22	25	27	33	29	32	40	36	36	34	25	24	20	13	9	9
31/07/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	12	10	20	34	68	76	73	67	66	76	81	82	67	76	59	43	44	32	38	23	12	11	8	7
01/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	9	11	18	37	67	82	74	78	73	61	69	71	74	72	52	41	35	30	30	20	18	15	11	7
02/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	7	9	19	43	66	74	84	74	79	84	76	70	65	61	50	42	43	32	30	30	18	12	7	9
03/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	11	7	16	42	73	93	85	84	87	90	86	90	98	82	69	69	54	46	41	28	18	14	8	11
04/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	12	14	23	43	70	82	86	73	75	62	81	76	71	70	70	64	52	49	40	22	17	17	15	16
05/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	13	13	19	34	57	67	74	68	69	74	81	74	75	78	60	59	57	46	37	34	22	15	15	8
06/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	11	13	14	22	32	45	42	38	36	43	46	54	45	42	39	40	45	35	27	17	13	5	8	12
07/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	15	14	16	39	72	79	82	91	83	79	84	95	91	87	82	68	60	48	43	33	25	26	25	17
08/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	18	22	30	45	76	83	90	84	83	81	90	90	93	72	67	53	56	44	32	24	19	15	13	12
09/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	13	13	23	47	88	95	91	91	95	74	83	90	100	99	76	61	50	43	36	36	22	16	16	14
10/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	13	15	27	55	92	91	96	86	74	82	83	84	84	83	62	57	49	41	33	25	23	17	11	10
11/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	12	17	24	59	75	94	84	72	76	82	91	81	83	70	58	59	71	45	33	28	16	12	5	9
12/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	15	11	20	33	59	69	73	65	71	75	59	66	66	68	67	55	55	0	6	2	0	0	0	2
13/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	1	2	2	3	2	NA	6	6	9	8	5	3	8	8	13	11	5	8	9	3	1	0	0	0
14/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	2	5	13	18	17	14	10	7	0	9	21	19	3	13	1	1	3	0	8	7	0	0	0	0
15/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	3	4	NA	26	20	18	3	19	13	14	26	23	20	9	18	19	4	10	10	1	1	2	0	2
16/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	4	5	14	14	18	15	2	14	10	12	10	8	14	16	11	1	3	7	4	4	1	0	0	1
17/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	3	6	16	30	29	17	14	0	9	17	17	1	NA	14	1	2	0	17	32	27	16	16	10	13
18/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	15	18	27	49	97	100	100	100	100	95	100	98	92	84	79	75	67	52	45	29	31	20	19	14
19/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	17	18	17	38	61	75	73	63	66	74	67	58	58	67	68	60	58	41	32	26	14	17	15	14
20/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	14	12	13	19	26	33	37	36	39	41	44	49	57	58	46	45	47	28	37	29	22	17	11	5
21/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	10	12	20	55	100	100	100	100	89	95	91	91	97	90	90	80	80	53	50	35	29	23	20	10
22/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	12	14	19	50	85	97	100	100	99	92	100	100	0	96	70	81	68	44	41	37	24	16	12	20
23/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	19	22	34	47	88	100	99	89	92	100	93	100	84	84	67	80	63	51	41	35	19	18	17	16
24/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	12	17	22	51	91	100	100	99	88	90	90	98	83	76	65	71	62	46	41	23	10	13	10	10
25/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	9	15	24	56	92	97	94	83	90	92	100	100	100	77	57	59	61	46	39	25	18	13	17	10
26/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	12	12	25	37	54	68	76	74	67	61	57	58	70	59	54	52	51	27	29	33	17	21	13	12
27/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	10	11	10	13	29	36	35	33	39	37	42	40	46	43	38	38	39	31	27	14	12	12	15	10
28/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	13	18	20	50	76	93	90	86	83	92	94	100	91	76	66	60	58	51	38	28	19	15	7	9
29/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	8	10	17	45	89	100	100	100	96	100	97	99	99	88	66	70	59	44	46	34	26	18	18	12
30/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	11	10	24	54	87	100	100	100	96	93	100	100	88	100	83	73	56	48	45	34	25	15	14	13
31/08/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	11	8	18	49	84	100	90	99	91	98	84	90	93	84	75	67	59	36	43	41	26	20	13	14
01/09/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	16	22	28	56	100	100	100	100	97	99	100	100	93	83	79	94	77	56	37	33	27	22	14	15
02/09/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	13	11	23	40	57	60	62	66	65	72	73	70	72	63	64	58	71	53	43	28	21	14	12	12
03/09/2023	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	13	13	10	19	27	36	42	40	39	34	37	32	45	40	41	39	32	26	34	31	25	14	6	6
